name,size,type,subtype,alignment,armor_class,hit_points,hit_dice,speed,strength,dexterity,constitution,intelligence,wisdom,charisma,wisdom_save,damage_vulnerabilities,damage_resistances,damage_immunities,condition_immunities,senses,languages,challenge_rating,special_abilities,actions,constitution_save,perception,history,legendary_actions,intelligence_save,religion,medicine,stealth,dexterity_save,charisma_save,persuasion,insight,deception,athletics,arcana,nature,acrobatics,strength_save,reactions,survival,investigation,intimidation,performance,arctic,coast,desert,forest,grassland,hill,mountain,swamp,underdark,underwater,urban
Sahuagin,Medium,humanoid,sahuagin,lawful evil,12,22,4d8,"30 ft., swim 40 ft.",13,11,12,12,13,9,,,,,,"darkvision 120 ft., passive Perception 15",Sahuagin,2-Jan,"['Sahuagin - Blood Frenzy', 'Sahuagin - Limited Amphibiousness', 'Sahuagin - Shark Telepathy']","{'Sahuagin - Claws', 'Sahuagin - Bite', 'Sahuagin - Multiattack', 'Sahuagin - Spear'}",,5,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Salamander,Large,elemental,,neutral evil,15,90,12d10,30 ft.,18,14,15,11,10,12,,cold,"bludgeoning, piercing, and slashing from nonmagical weapons",fire,,"darkvision 60 ft., passive Perception 10",Ignan,5,"['Salamander - Heated Body', 'Salamander - Heated Weapons']","{'Salamander - Spear', 'Salamander - Multiattack', 'Salamander - Tail'}",,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Satyr,Medium,fey,,chaotic neutral,14,31,7d8,40 ft.,12,16,11,12,10,14,,,,,,passive Perception 12,"Common, Elvish, Sylvan",2-Jan,['Satyr - Magic Resistance'],"{'Satyr - Ram', 'Satyr - Variant: Panpipes', 'Satyr - Shortsword', 'Satyr - Shortbow'}",,2,,,,,,5,,,,,,,,,,,,,,,6,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scorpion,Tiny,beast,,unaligned,11,1,1d4,10 ft.,2,11,8,1,8,2,,,,,,"blindsight 10 ft., passive Perception 9",,0,,{'Scorpion - Sting'},,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Scout,Medium,humanoid,any race,any alignment,13,16,3d8,30 ft.,11,14,12,11,13,11,,,,,,passive Perception 15,any one language (usually Common),2-Jan,['Scout - Keen Hearing and Sight'],"{'Scout - Multiattack', 'Scout - Shortsword', 'Scout - Longbow'}",,5,,,,,,6,,,,,,,,4,,,,5,,,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
Sea Hag,Medium,fey,,chaotic evil,14,52,7d8,"30 ft., swim 40 ft.",16,13,16,12,12,13,,,,,,"darkvision 60 ft., passive Perception 11","Aquan, Common, Giant",2,"['Sea Hag - Amphibious', 'Sea Hag - Horrific Appearance', 'Sea Hag - Hag Coven', 'Sea Hag - Shared Spellcasting (Coven Only)', 'Sea Hag - Hag Eye (Coven Only)']","{'Sea Hag - Illusory Appearance', 'Sea Hag - Claws', 'Sea Hag - Death Glare'}",,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Sea Horse,Tiny,beast,,unaligned,11,1,1d4,swim 20 ft.,1,12,8,1,10,2,,,,,,passive Perception 10,,0,['Sea Horse - Water Breathing'],,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Shadow,Medium,undead,,chaotic evil,12,16,3d8,40 ft.,6,14,13,6,10,8,,radiant,"acid, cold, fire, lightning, thunder; bludgeoning, piercing, and slashing from nonmagical weapons","necrotic, poison","exhaustion, frightened, grappled, paralyzed, petrified, poisoned, prone, restrained","darkvision 60 ft., passive Perception 10",,2-Jan,"['Shadow - Amorphous', 'Shadow - Shadow Stealth', 'Shadow - Sunlight Weakness']",{'Shadow - Strength Drain'},,,,,,,,4,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
Shambling Mound,Large,plant,,unaligned,15,136,16d10,"20 ft., swim 20 ft.",18,8,16,5,10,5,,,"cold, fire",lightning,"blinded, deafened, exhaustion","blindsight 60 ft. (blind beyond this radius), passive Perception 10",,5,['Shambling Mound - Lightning Absorption'],"{'Shambling Mound - Multiattack', 'Shambling Mound - Slam', 'Shambling Mound - Engulf'}",,,,,,,,2,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Shield Guardian,Large,construct,,unaligned,17,142,15d10,30 ft.,18,8,18,7,10,3,,,,poison,"charmed, exhaustion, frightened, paralyzed, poisoned","blindsight 10 ft., darkvision 60 ft., passive Perception 10",understands commands given in any language but can't speak,7,"['Shield Guardian - Bound', 'Shield Guardian - Regeneration', 'Shield Guardian - Spell Storing']","{'Shield Guardian - Multiattack', 'Shield Guardian - Fist'}",,,,,,,,,,,,,,,,,,,{'Shield Guardian - Shield'},,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Shrieker,Medium,plant,,unaligned,5,13,3d8,0 ft.,1,1,10,1,3,1,,,,,"blinded, deafened, frightened","blindsight 30 ft. (blind beyond this radius), passive Perception 6",,0,['Shrieker - False Appearance'],{'Shrieker - Shriek'},,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Silver Dragon Wyrmling,Medium,dragon,,lawful good,17,45,6d8,"30 ft., fly 60 ft.",19,10,17,12,11,15,2,,,cold,,"blindsight 10 ft., darkvision 60 ft., passive Perception 14",Draconic,2,,"{'Silver Dragon Wyrmling - Breath Weapons (Recharge 5-6)', 'Silver Dragon Wyrmling - Bite'}",5,4,,,,,,2,2,4,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Skeleton,Medium,undead,,lawful evil,13,13,2d8,30 ft.,10,14,15,6,8,5,,bludgeoning,,,poisoned,"darkvision 60 ft., passive Perception 9",understands all languages it spoke in life but can't speak,4-Jan,,"{'Skeleton - Shortsword', 'Skeleton - Shortbow'}",,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Solar,Large,celestial,,lawful good,21,243,18d10,"50 ft., fly 150 ft.",26,22,26,25,25,30,14,,"radiant; bludgeoning, piercing, and slashing from nonmagical weapons","necrotic, poison","charmed, exhaustion, frightened, poisoned","truesight 120 ft., passive Perception 24","all, telepathy 120 ft.",21,"['Solar - Angelic Weapons', 'Solar - Divine Awareness', 'Solar - Innate Spellcasting', 'Solar - Magic Resistance']","{'Solar - Flying Sword', 'Solar - Healing Touch (4/Day)', 'Solar - Greatsword', 'Solar - Slaying Longbow', 'Solar - Multiattack'}",,14,,"[{'name': 'Teleport', 'desc': 'The solar magically teleports, along with any equipment it is wearing or carrying, up to 120 ft. to an unoccupied space it can see.', 'attack_bonus': 0}, {'name': 'Searing Burst (Costs 2 Actions)', 'desc': 'The solar emits magical, divine energy. Each creature of its choice in a 10 -foot radius must make a DC 23 Dexterity saving throw, taking 14 (4d6) fire damage plus 14 (4d6) radiant damage on a failed save, or half as much damage on a successful one.', 'attack_bonus': 0}, {'name': 'Blinding Gaze (Costs 3 Actions)', 'desc': 'The solar targets one creature it can see within 30 ft. of it. If the target can see it, the target must succeed on a DC 15 Constitution saving throw or be blinded until magic such as the lesser restoration spell removes the blindness.', 'attack_bonus': 0}]",14,,,,,17,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Specter,Medium,undead,,chaotic evil,12,22,5d8,"0 ft., fly 50 ft. (hover)",1,14,11,10,10,11,,,"acid, cold, fire, lightning, thunder; bludgeoning, piercing, and slashing from nonmagical weapons","necrotic, poison","charmed, exhaustion, grappled, paralyzed, petrified, poisoned, prone, restrained, unconscious","darkvision 60 ft., passive Perception 10",understands all languages it knew in life but can't speak,1,"['Specter - Incorporeal Movement', 'Specter - Sunlight Sensitivity']",{'Specter - Life Drain'},,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
Spider,Tiny,beast,,unaligned,12,1,1d4,"20 ft., climb 20 ft.",2,14,8,1,10,2,,,,,,"darkvision 30 ft., passive Perception 12",,0,"['Spider - Spider Climb', 'Spider - Web Sense', 'Spider - Web Walker']",{'Spider - Bite'},,,,,,,,4,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Spirit Naga,Large,monstrosity,,chaotic evil,15,75,10d10,40 ft.,18,17,14,16,15,16,5,,,poison,"charmed, poisoned","darkvision 60 ft., passive Perception 12","Abyssal, Common",8,"['Spirit Naga - Rejuvenation', 'Spirit Naga - Spellcasting']",{'Spirit Naga - Bite'},5,,,,,,,,6,6,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Sprite,Tiny,fey,,neutral good,15,2,1d4,"10 ft., fly 40 ft.",3,18,10,14,13,11,,,,,,passive Perception 13,"Common, Elvish, Sylvan",4-Jan,,"{'Sprite - Invisibility', 'Sprite - Longsword', 'Sprite - Shortbow', 'Sprite - Heart Sight'}",,3,,,,,,8,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Spy,Medium,humanoid,any race,any alignment,12,27,6d8,30 ft.,10,15,10,12,14,16,,,,,,passive Perception 16,any two languages,1,"['Spy - Cunning Action', 'Spy - Sneak Attack (1/Turn)']","{'Spy - Hand Crossbow', 'Spy - Multiattack', 'Spy - Shortsword'}",,6,,,,,,4,,,5,4,5,,,,,,,,5,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Steam Mephit,Small,elemental,,neutral evil,10,21,6d6,"30 ft., fly 30 ft.",5,11,10,11,10,12,,,,"fire, poison",poisoned,"darkvision 60 ft., passive Perception 10","Aquan, Ignan",4-Jan,"['Steam Mephit - Death Burst', 'Steam Mephit - Innate Spellcasting (1/Day)']","{'Steam Mephit - Variant: Summon Mephits (1/Day)', 'Steam Mephit - Claws', 'Steam Mephit - Steam Breath (Recharge 6)'}",,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Stirge,Tiny,beast,,unaligned,14,2,1d4,"10 ft., fly 40 ft.",4,16,11,2,8,6,,,,,,"darkvision 60 ft., passive Perception 9",,8-Jan,,{'Stirge - Blood Drain'},,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
Stone Giant,Huge,giant,,neutral,17,126,11d12,40 ft.,23,15,20,10,12,9,4,,,,,"darkvision 60 ft., passive Perception 14",Giant,7,['Stone Giant - Stone Camouflage'],"{'Stone Giant - Greatclub', 'Stone Giant - Rock', 'Stone Giant - Multiattack'}",8,4,,,,,,,5,,,,,12,,,,,{'Stone Giant - Rock Catching'},,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Stone Golem,Large,construct,,unaligned,17,178,17d10,30 ft.,22,9,20,3,11,1,,,,"poison, psychic; bludgeoning, piercing, and slashing from nonmagical weapons that aren't adamantine","charmed, exhaustion, frightened, paralyzed, petrified, poisoned","darkvision 120 ft., passive Perception 10",understands the languages of its creator but can't speak,10,"['Stone Golem - Immutable Form', 'Stone Golem - Magic Resistance', 'Stone Golem - Magic Weapons']","{'Stone Golem - Multiattack', 'Stone Golem - Slam', 'Stone Golem - Slow (Recharge 5-6)'}",,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Storm Giant,Huge,giant,,chaotic good,16,230,20d12,"50 ft., swim 50 ft.",29,14,20,16,18,18,9,,cold,"lightning, thunder",,passive Perception 19,"Common, Giant",13,"['Storm Giant - Amphibious', 'Storm Giant - Innate Spellcasting']","{'Storm Giant - Greatsword', 'Storm Giant - Rock', 'Storm Giant - Lightning Strike (Recharge 5-6)', 'Storm Giant - Multiattack'}",10,9,8,,,,,,,9,,,,14,8,,,14,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Succubus/Incubus,Medium,fiend,shapechanger,neutral evil,15,66,12d8,"30 ft., fly 60 ft.",8,17,13,15,12,20,,,"cold, fire, lightning, poison; bludgeoning, piercing, and slashing from nonmagical weapons",,,"darkvision 60 ft., passive Perception 15","Abyssal, Common, Infernal, telepathy 60 ft.",4,"['Succubus/Incubus - Telepathic Bond', 'Succubus/Incubus - Shapechanger']","{'Succubus/Incubus - Etherealness', 'Succubus/Incubus - Charm', 'Succubus/Incubus - Claw (Fiend Form Only)', 'Succubus/Incubus - Draining Kiss'}",,5,,,,,,7,,,9,5,9,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Swarm of Bats,Medium,swarm of Tiny beasts,,unaligned,12,22,5d8,"0 ft., fly 30 ft.",5,15,10,2,12,4,,,"bludgeoning, piercing, slashing",,"charmed, frightened, grappled, paralyzed, petrified, prone, restrained, stunned","blindsight 60 ft., passive Perception 11",,4-Jan,"['Swarm of Bats - Echolocation', 'Swarm of Bats - Keen Hearing', 'Swarm of Bats - Swarm']",{'Swarm of Bats - Bites'},,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
Swarm of Beetles,Medium,swarm of Tiny beasts,,unaligned,12,22,5d8,"20 ft., burrow 5 ft., climb 20 ft.",3,13,10,1,7,1,,,"bludgeoning, piercing, slashing",,"charmed, frightened, grappled, paralyzed, petrified, prone, restrained, stunned","blindsight 10 ft., passive Perception 8",,2-Jan,['Swarm of Beetles - Swarm'],{'Swarm of Beetles - Bites'},,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swarm of Centipedes,Medium,swarm of Tiny beasts,,unaligned,12,22,5d8,"20 ft., climb 20 ft.",3,13,10,1,7,1,,,"bludgeoning, piercing, slashing",,"charmed, frightened, grappled, paralyzed, petrified, prone, restrained, stunned","blindsight 10 ft., passive Perception 8",,2-Jan,['Swarm of Centipedes - Swarm'],{'Swarm of Centipedes - Bites'},,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swarm of Insects,Medium,swarm of Tiny beasts,,unaligned,12,22,5d8,"20 ft., climb 20 ft.",3,13,10,1,7,1,,,"bludgeoning, piercing, slashing",,"charmed, frightened, grappled, paralyzed, petrified, prone, restrained, stunned","blindsight 10 ft., passive Perception 8",,2-Jan,['Swarm of Insects - Swarm'],{'Swarm of Insects - Bites'},,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
Swarm of Poisonous Snakes,Medium,swarm of Tiny beasts,,unaligned,14,36,8d8,"30 ft., swim 30 ft.",8,18,11,1,10,3,,,"bludgeoning, piercing, slashing",,"charmed, frightened, grappled, paralyzed, petrified, prone, restrained, stunned","blindsight 10 ft., passive Perception 10",,2,['Swarm of Poisonous Snakes - Swarm'],{'Swarm of Poisonous Snakes - Bites'},,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Swarm of Quippers,Medium,swarm of Tiny beasts,,unaligned,13,28,8d8,"0 ft., swim 40 ft.",13,16,9,1,7,2,,,"bludgeoning, piercing, slashing",,"charmed, frightened, grappled, paralyzed, petrified, prone, restrained, stunned","darkvision 60 ft., passive Perception 8",,1,"['Swarm of Quippers - Blood Frenzy', 'Swarm of Quippers - Swarm', 'Swarm of Quippers - Water Breathing']",{'Swarm of Quippers - Bites'},,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Swarm of Rats,Medium,swarm of Tiny beasts,,unaligned,10,24,7d8,30 ft.,9,11,9,2,10,3,,,"bludgeoning, piercing, slashing",,"charmed, frightened, grappled, paralyzed, petrified, prone, restrained, stunned","darkvision 30 ft., passive Perception 10",,4-Jan,"['Swarm of Rats - Keen Smell', 'Swarm of Rats - Swarm']",{'Swarm of Rats - Bites'},,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
Swarm of Ravens,Medium,swarm of Tiny beasts,,unaligned,12,24,7d8,"10 ft., fly 50 ft.",6,14,8,3,12,6,,,"bludgeoning, piercing, slashing",,"charmed, frightened, grappled, paralyzed, petrified, prone, restrained, stunned",passive Perception 15,,4-Jan,['Swarm of Ravens - Swarm'],{'Swarm of Ravens - Beaks'},,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
Swarm of Spiders,Medium,swarm of Tiny beasts,,unaligned,12,22,5d8,"20 ft., climb 20 ft.",3,13,10,1,7,1,,,"bludgeoning, piercing, slashing",,"charmed, frightened, paralyzed, petrified, prone, restrained, stunned","blindsight 10 ft., passive Perception 8",,2-Jan,"['Swarm of Spiders - Swarm', 'Swarm of Spiders - Spider Climb', 'Swarm of Spiders - Web Sense', 'Swarm of Spiders - Web Walker']",{'Swarm of Spiders - Bites'},,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Swarm of Wasps,Medium,swarm of Tiny beasts,,unaligned,12,22,5d8,"5 ft., fly 30 ft.",3,13,10,1,7,1,,,"bludgeoning, piercing, slashing",,"charmed, frightened, grappled, paralyzed, petrified, prone, restrained, stunned","blindsight 10 ft., passive Perception 8",,2-Jan,['Swarm of Wasps - Swarm'],{'Swarm of Wasps - Bites'},,,,,,,,,,,,,,,,,,,,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Tarrasque,Gargantuan,monstrosity,titan,unaligned,25,676,33d20,40 ft.,30,11,30,3,11,11,9,,,"fire, poison; bludgeoning, piercing, and slashing from nonmagical weapons","charmed, frightened, paralyzed, poisoned","blindsight 120 ft., passive Perception 10",,30,"['Tarrasque - Legendary Resistance (3/Day)', 'Tarrasque - Magic Resistance', 'Tarrasque - Reflective Carapace', 'Tarrasque - Siege Monster']","{'Tarrasque - Bite', 'Tarrasque - Multiattack', 'Tarrasque - Horns', 'Tarrasque - Swallow', 'Tarrasque - Frightful Presence', 'Tarrasque - Tail', 'Tarrasque - Claw'}",,,,"[{'name': 'Attack', 'desc': 'The tarrasque makes one claw attack or tail attack.', 'attack_bonus': 0}, {'name': 'Move', 'desc': 'The tarrasque moves up to half its speed.', 'attack_bonus': 0}, {'name': 'Chomp (Costs 2 Actions)', 'desc': 'The tarrasque makes one bite attack or uses its Swallow.', 'attack_bonus': 0}]",5,,,,,9,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Thug,Medium,humanoid,any race,any non-good alignment,11,32,5d8,30 ft.,15,11,14,10,10,11,,,,,,passive Perception 10,any one language (usually Common),2-Jan,['Thug - Pack Tactics'],"{'Thug - Multiattack', 'Thug - Heavy Crossbow', 'Thug - Mace'}",,,,,,,,,,,,,,,,,,,,,,2,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Tiger,Large,beast,,unaligned,12,37,5d10,40 ft.,17,15,14,3,12,8,,,,,,"darkvision 60 ft., passive Perception 13",,1,"['Tiger - Keen Smell', 'Tiger - Pounce']","{'Tiger - Claw', 'Tiger - Bite'}",,3,,,,,,6,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Treant,Huge,plant,,chaotic good,16,138,12d12,30 ft.,23,8,21,12,16,12,,fire,"bludgeoning, piercing",,,passive Perception 13,"Common, Druidic, Elvish, Sylvan",9,"['Treant - False Appearance', 'Treant - Siege Monster']","{'Treant - Animate Trees (1/Day)', 'Treant - Rock', 'Treant - Multiattack', 'Treant - Slam'}",,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Tribal Warrior,Medium,humanoid,any race,any alignment,12,11,2d8,30 ft.,13,11,12,8,11,8,,,,,,passive Perception 10,any one language,8-Jan,['Tribal Warrior - Pack Tactics'],{'Tribal Warrior - Spear'},,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
Triceratops,Huge,beast,,unaligned,13,95,10d12,50 ft.,22,9,17,2,11,5,,,,,,passive Perception 10,,5,['Triceratops - Trampling Charge'],"{'Triceratops - Gore', 'Triceratops - Stomp'}",,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Troll,Large,giant,,chaotic evil,15,84,8d10,30 ft.,18,13,20,7,9,7,,,,,,"darkvision 60 ft., passive Perception 12",Giant,5,"['Troll - Keen Smell', 'Troll - Regeneration', 'Troll - Variant: Loathsome Limbs']","{'Troll - Multiattack', 'Troll - Claw', 'Troll - Bite'}",,2,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
Tyrannosaurus Rex,Huge,beast,,unaligned,13,136,13d12,50 ft.,25,10,19,2,12,9,,,,,,passive Perception 14,,8,,"{'Tyrannosaurus Rex - Multiattack', 'Tyrannosaurus Rex - Tail', 'Tyrannosaurus Rex - Bite'}",,4,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Unicorn,Large,celestial,,lawful good,12,67,9d10,50 ft.,18,14,15,11,17,16,,,,poison,"charmed, paralyzed, poisoned","darkvision 60 ft., passive Perception 13","Celestial, Elvish, Sylvan, telepathy 60 ft.",5,"['Unicorn - Charge', 'Unicorn - Innate Spellcasting', 'Unicorn - Magic Resistance', 'Unicorn - Magic Weapons']","{'Unicorn - Healing Touch (3/Day)', 'Unicorn - Hooves', 'Unicorn - Horn', 'Unicorn - Teleport (1/Day)', 'Unicorn - Multiattack'}",,,,"[{'name': 'Hooves', 'desc': 'The unicorn makes one attack with its hooves.', 'attack_bonus': 0}, {'name': 'Shimmering Shield (Costs 2 Actions)', 'desc': ""The unicorn creates a shimmering, magical field around itself or another creature it can see within 60 ft. of it. The target gains a +2 bonus to AC until the end of the unicorn's next turn."", 'attack_bonus': 0}, {'name': 'Heal Self (Costs 3 Actions)', 'desc': 'The unicorn magically regains 11 (2d8 + 2) hit points.', 'attack_bonus': 0}]",,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Vampire,Medium,undead,shapechanger,lawful evil,16,144,17d8,30 ft.,18,18,18,17,15,18,7,,"necrotic; bludgeoning, piercing, and slashing from nonmagical weapons",,,"darkvision 120 ft., passive Perception 17",the languages it knew in life,13,"['Vampire - Shapechanger', 'Vampire - Legendary Resistance (3/Day)', 'Vampire - Misty Escape', 'Vampire - Regeneration', 'Vampire - Spider Climb', 'Vampire - Vampire Weaknesses']","{'Vampire - Multiattack (Vampire Form Only)', 'Vampire - Unarmed Strike (Vampire Form Only)', 'Vampire - Children of the Night (1/Day)', 'Vampire - Charm', 'Vampire - Bite (Bat or Vampire Form Only)'}",,7,,"[{'name': 'Move', 'desc': 'The vampire moves up to its speed without provoking opportunity attacks.', 'attack_bonus': 0}, {'name': 'Unarmed Strike', 'desc': 'The vampire makes one unarmed strike.', 'attack_bonus': 0}, {'name': 'Bite (Costs 2 Actions)', 'desc': 'The vampire makes one bite attack.', 'attack_bonus': 0}]",,,,9,9,9,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Vampire Spawn,Medium,undead,,neutral evil,15,82,11d8,30 ft.,16,16,16,11,10,12,3,,"necrotic; bludgeoning, piercing, and slashing from nonmagical weapons",,,"darkvision 60 ft., passive Perception 13",the languages it knew in life,5,"['Vampire Spawn - Regeneration', 'Vampire Spawn - Spider Climb', 'Vampire Spawn - Vampire Weaknesses']","{'Vampire Spawn - Claws', 'Vampire Spawn - Multiattack', 'Vampire Spawn - Bite'}",,3,,,,,,6,6,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
Veteran,Medium,humanoid,any race,any alignment,17,58,9d8,30 ft.,16,13,14,10,11,10,,,,,,passive Perception 12,any one language (usually Common),3,,"{'Veteran - Longsword', 'Veteran - Multiattack', 'Veteran - Shortsword', 'Veteran - Heavy Crossbow'}",,2,,,,,,,,,,,,5,,,,,,,,,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
Violet Fungus,Medium,plant,,unaligned,5,18,4d8,5 ft.,3,1,10,1,3,1,,,,,"blinded, deafened, frightened","blindsight 30 ft. (blind beyond this radius), passive Perception 6",,4-Jan,['Violet Fungus - False Appearance'],"{'Violet Fungus - Rotting Touch', 'Violet Fungus - Multiattack'}",,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
Vrock,Large,fiend,demon,chaotic evil,15,104,11d10,"40 ft., fly 60 ft.",17,15,18,8,13,8,4,,"cold, fire, lightning; bludgeoning, piercing, and slashing from nonmagical weapons",poison,poisoned,"darkvision 120 ft., passive Perception 11","Abyssal, telepathy 120 ft.",6,['Vrock - Magic Resistance'],"{'Vrock - Beak', 'Vrock - Spores (Recharge 6)', 'Vrock - Variant: Summon Demon (1/Day)', 'Vrock - Stunning Screech (1/Day)', 'Vrock - Talons', 'Vrock - Multiattack'}",,,,,,,,,5,2,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
